"Domain"	"Country"	"Item"	"Element"	"Year"	"Value"
"Livestock Primary"	"Costa Rica"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"64872.0"
"Livestock Primary"	"Costa Rica"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"60800.0"
"Livestock Primary"	"C̫te d'Ivoire"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"34494.0"
"Livestock Primary"	"C̫te d'Ivoire"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"34997.0"
"Livestock Primary"	"Croatia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"31054.0"
"Livestock Primary"	"Croatia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"29500.0"
"Livestock Primary"	"Cuba"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"32429.0"
"Livestock Primary"	"Cuba"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"32428.6"
"Livestock Primary"	"Cyprus"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"13242.0"
"Livestock Primary"	"Cyprus"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"13475.0"
"Livestock Primary"	"Czech Republic"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"199885.0"
"Livestock Primary"	"Czech Republic"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"122465.0"
"Livestock Primary"	"Democratic People's Republic of Korea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"29000.0"
"Livestock Primary"	"Democratic People's Republic of Korea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"29000.0"
"Livestock Primary"	"Democratic Republic of the Congo"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"17354.0"
"Livestock Primary"	"Democratic Republic of the Congo"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"17914.0"
"Livestock Primary"	"Denmark"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"141123.0"
"Livestock Primary"	"Denmark"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"106974.0"
"Livestock Primary"	"Dominica"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"260.0"
"Livestock Primary"	"Dominica"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"340.0"
"Livestock Primary"	"Dominican Republic"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"290654.0"
"Livestock Primary"	"Dominican Republic"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"292000.0"
"Livestock Primary"	"Ecuador"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"152638.0"
"Livestock Primary"	"Ecuador"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"155000.0"
"Livestock Primary"	"Egypt"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"577932.0"
"Livestock Primary"	"Egypt"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"577823.0"
"Livestock Primary"	"El Salvador"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"111289.0"
"Livestock Primary"	"El Salvador"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"96000.0"
"Livestock Primary"	"Equatorial Guinea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"300.0"
"Livestock Primary"	"Equatorial Guinea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"300.0"
"Livestock Primary"	"Eritrea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2030.0"
"Livestock Primary"	"Eritrea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2030.0"
"Livestock Primary"	"Estonia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"8846.0"
"Livestock Primary"	"Estonia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"10492.0"
"Livestock Primary"	"Ethiopia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"67339.0"
"Livestock Primary"	"Ethiopia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"67400.0"
"Livestock Primary"	"Falkland Islands (Malvinas)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6.0"
"Livestock Primary"	"Falkland Islands (Malvinas)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"6.0"
"Livestock Primary"	"Fiji"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"13599.0"
"Livestock Primary"	"Fiji"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"13600.0"
"Livestock Primary"	"Finland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"57588.0"
"Livestock Primary"	"Finland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"56573.0"
"Livestock Primary"	"France"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"879261.0"
"Livestock Primary"	"France"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"804264.0"
"Livestock Primary"	"French Guiana"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"460.0"
"Livestock Primary"	"French Guiana"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"460.0"
"Livestock Primary"	"French Polynesia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"535.0"
"Livestock Primary"	"French Polynesia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"700.0"
"Livestock Primary"	"Gabon"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"4414.0"
"Livestock Primary"	"Gabon"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"4700.0"
"Livestock Primary"	"Gambia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1223.0"
"Livestock Primary"	"Gambia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1250.0"
"Livestock Primary"	"Georgia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"8433.0"
"Livestock Primary"	"Georgia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"9500.0"
"Livestock Primary"	"Germany"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"719264.0"
"Livestock Primary"	"Germany"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"641829.0"
"Livestock Primary"	"Ghana"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"45919.0"
"Livestock Primary"	"Ghana"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"51000.0"
"Livestock Primary"	"Greece"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"66666.0"
"Livestock Primary"	"Greece"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"75000.0"
"Livestock Primary"	"Grenada"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"376.0"
"Livestock Primary"	"Grenada"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"680.0"
"Livestock Primary"	"Guadeloupe"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1060.0"
"Livestock Primary"	"Guadeloupe"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1060.0"
"Livestock Primary"	"Guam"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"150.0"
"Livestock Primary"	"Guam"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"150.0"
"Livestock Primary"	"Guatemala"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"89914.0"
"Livestock Primary"	"Guatemala"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"106200.0"
"Livestock Primary"	"Guinea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6207.0"
"Livestock Primary"	"Guinea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"6500.0"
"Livestock Primary"	"Guinea-Bissau"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2688.0"
"Livestock Primary"	"Guinea-Bissau"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2700.0"
"Livestock Primary"	"Guyana"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"23145.0"
"Livestock Primary"	"Guyana"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"23200.0"
"Livestock Primary"	"Haiti"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"8419.0"
"Livestock Primary"	"Haiti"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"8900.0"
"Livestock Primary"	"Honduras"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"114201.0"
"Livestock Primary"	"Honduras"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"115000.0"
"Livestock Primary"	"Hungary"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"150619.0"
"Livestock Primary"	"Hungary"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"130511.0"
"Livestock Primary"	"Iceland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"4884.0"
"Livestock Primary"	"Iceland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"4884.0"
"Livestock Primary"	"India"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1920104.0"
"Livestock Primary"	"India"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1920000.0"
"Livestock Primary"	"Indonesia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2080955.0"
"Livestock Primary"	"Indonesia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2081000.0"
"Livestock Primary"	"Iran (Islamic Republic of)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1594275.0"
"Livestock Primary"	"Iran (Islamic Republic of)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1589000.0"
"Livestock Primary"	"Iraq"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"68000.0"
"Livestock Primary"	"Iraq"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"72630.0"
"Livestock Primary"	"Ireland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"100850.0"
"Livestock Primary"	"Ireland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"80000.0"
"Livestock Primary"	"Israel"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"424419.0"
"Livestock Primary"	"Israel"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"424970.0"
"Livestock Primary"	"Italy"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"515621.0"
"Livestock Primary"	"Italy"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"506506.0"
"Livestock Primary"	"Jamaica"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"71958.0"
"Livestock Primary"	"Jamaica"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"72519.0"
"Livestock Primary"	"Japan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"713289.0"
"Livestock Primary"	"Japan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"714061.0"
"Livestock Primary"	"Jordan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"186464.0"
"Livestock Primary"	"Jordan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"185000.0"
"Livestock Primary"	"Kazakhstan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"61235.0"
"Livestock Primary"	"Kazakhstan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"64600.0"
"Livestock Primary"	"Kenya"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"18340.0"
"Livestock Primary"	"Kenya"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"17500.0"
"Livestock Primary"	"Kiribati"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"900.0"
"Livestock Primary"	"Kiribati"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"900.0"
"Livestock Primary"	"Kuwait"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"25706.0"
"Livestock Primary"	"Kuwait"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"26000.0"
"Livestock Primary"	"Kyrgyzstan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"4399.0"
"Livestock Primary"	"Kyrgyzstan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"4500.0"
"Livestock Primary"	"Lao People's Democratic Republic"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"24908.0"
"Livestock Primary"	"Lao People's Democratic Republic"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"25500.0"
"Livestock Primary"	"Latvia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"14670.0"
"Livestock Primary"	"Latvia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"14706.0"
"Livestock Primary"	"Lebanon"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"75972.0"
"Livestock Primary"	"Lebanon"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"77000.0"
"Livestock Primary"	"Lesotho"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1950.0"
"Livestock Primary"	"Lesotho"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1950.0"
"Livestock Primary"	"Liberia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"14276.0"
"Livestock Primary"	"Liberia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"14300.0"
"Livestock Primary"	"Libya"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"95000.0"
"Livestock Primary"	"Libya"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"95000.0"
"Livestock Primary"	"Lithuania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"43079.0"
"Livestock Primary"	"Lithuania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"43146.0"
"Livestock Primary"	"Luxembourg"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1.0"
"Livestock Primary"	"Luxembourg"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"120.0"
"Livestock Primary"	"Madagascar"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"44987.0"
"Livestock Primary"	"Madagascar"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"47650.0"
"Livestock Primary"	"Malawi"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"27945.0"
"Livestock Primary"	"Malawi"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"28000.0"
"Livestock Primary"	"Malaysia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"734377.0"
"Livestock Primary"	"Malaysia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"690000.0"
"Livestock Primary"	"Mali"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"51638.0"
"Livestock Primary"	"Mali"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"51500.0"
"Livestock Primary"	"Malta"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2416.0"
"Livestock Primary"	"Malta"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2437.0"
"Livestock Primary"	"Martinique"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1096.0"
"Livestock Primary"	"Martinique"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1096.0"
"Livestock Primary"	"Mauritania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"5637.0"
"Livestock Primary"	"Mauritania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"5650.0"
"Livestock Primary"	"Mauritius"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"43995.0"
"Livestock Primary"	"Mauritius"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"42700.0"
"Livestock Primary"	"Mexico"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1589434.0"
"Livestock Primary"	"Mexico"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1593527.0"
"Livestock Primary"	"Micronesia (Federated States of)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"200.0"
"Livestock Primary"	"Micronesia (Federated States of)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"200.0"
"Livestock Primary"	"Mongolia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"79.0"
