Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,Romania,Austria,Soybeans,Import Quantity (tonnes),2011,77.0,
Detailed trade matrix,Romania,Belgium,Cattle,Import Quantity (Head),2011,342.0,
Detailed trade matrix,Romania,Belgium,Soybeans,Import Quantity (tonnes),2011,11.0,
Detailed trade matrix,Romania,Bulgaria,Cattle,Import Quantity (Head),2011,310.0,
Detailed trade matrix,Romania,Bulgaria,Soybeans,Import Quantity (tonnes),2011,2990.0,
Detailed trade matrix,Romania,Canada,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Romania,Czech Republic,Cattle,Import Quantity (Head),2011,371.0,
Detailed trade matrix,Romania,Denmark,Cattle,Import Quantity (Head),2011,94.0,
Detailed trade matrix,Romania,France,Cattle,Import Quantity (Head),2011,2450.0,
Detailed trade matrix,Romania,France,Soybeans,Import Quantity (tonnes),2011,70.0,
Detailed trade matrix,Romania,Germany,Cattle,Import Quantity (Head),2011,3063.0,
Detailed trade matrix,Romania,Germany,Soybeans,Import Quantity (tonnes),2011,292.0,
Detailed trade matrix,Romania,Greece,Cattle,Import Quantity (Head),2011,213.0,
Detailed trade matrix,Romania,Hungary,Cattle,Import Quantity (Head),2011,942.0,
Detailed trade matrix,Romania,Hungary,Soybeans,Import Quantity (tonnes),2011,3097.0,
Detailed trade matrix,Romania,Ireland,Cattle,Import Quantity (Head),2011,36.0,
Detailed trade matrix,Romania,Italy,Cattle,Import Quantity (Head),2011,123.0,
Detailed trade matrix,Romania,Italy,Soybeans,Import Quantity (tonnes),2011,5573.0,
Detailed trade matrix,Romania,Lithuania,Soybeans,Import Quantity (tonnes),2011,45.0,
Detailed trade matrix,Romania,Luxembourg,Cattle,Import Quantity (Head),2011,1148.0,
Detailed trade matrix,Romania,Netherlands,Cattle,Import Quantity (Head),2011,2106.0,
Detailed trade matrix,Romania,Netherlands,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Romania,Poland,Cattle,Import Quantity (Head),2011,612.0,
Detailed trade matrix,Romania,Poland,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Romania,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,17026.0,
Detailed trade matrix,Romania,Serbia,Soybeans,Import Quantity (tonnes),2011,2866.0,
Detailed trade matrix,Romania,Slovakia,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Romania,Slovenia,Soybeans,Import Quantity (tonnes),2011,123.0,
Detailed trade matrix,Romania,Switzerland,Cattle,Import Quantity (Head),2011,65.0,
Detailed trade matrix,Romania,United Kingdom,Cattle,Import Quantity (Head),2011,120.0,
Detailed trade matrix,Romania,United States of America,Soybeans,Import Quantity (tonnes),2011,2207.0,
Detailed trade matrix,Russian Federation,Argentina,Soybeans,Import Quantity (tonnes),2011,9951.0,
Detailed trade matrix,Russian Federation,Australia,Cattle,Import Quantity (Head),2011,35278.0,
Detailed trade matrix,Russian Federation,Austria,Cattle,Import Quantity (Head),2011,2680.0,
Detailed trade matrix,Russian Federation,Austria,Soybeans,Import Quantity (tonnes),2011,434.0,
Detailed trade matrix,Russian Federation,Brazil,Soybeans,Import Quantity (tonnes),2011,302403.0,
Detailed trade matrix,Russian Federation,Canada,Cattle,Import Quantity (Head),2011,6763.0,
Detailed trade matrix,Russian Federation,Canada,Soybeans,Import Quantity (tonnes),2011,25129.0,
Detailed trade matrix,Russian Federation,China,Soybeans,Import Quantity (tonnes),2011,168.0,
Detailed trade matrix,Russian Federation,"China, mainland",Soybeans,Import Quantity (tonnes),2011,168.0,
Detailed trade matrix,Russian Federation,Czech Republic,Cattle,Import Quantity (Head),2011,127.0,
Detailed trade matrix,Russian Federation,Czech Republic,Soybeans,Import Quantity (tonnes),2011,125.0,
Detailed trade matrix,Russian Federation,Denmark,Cattle,Import Quantity (Head),2011,3326.0,
Detailed trade matrix,Russian Federation,Estonia,Cattle,Import Quantity (Head),2011,409.0,
Detailed trade matrix,Russian Federation,Finland,Cattle,Import Quantity (Head),2011,1235.0,
Detailed trade matrix,Russian Federation,France,Cattle,Import Quantity (Head),2011,1096.0,
Detailed trade matrix,Russian Federation,France,Soybeans,Import Quantity (tonnes),2011,80.0,
Detailed trade matrix,Russian Federation,Germany,Cattle,Import Quantity (Head),2011,8789.0,
Detailed trade matrix,Russian Federation,Hungary,Cattle,Import Quantity (Head),2011,2387.0,
Detailed trade matrix,Russian Federation,Italy,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Russian Federation,Netherlands,Cattle,Import Quantity (Head),2011,15771.0,
Detailed trade matrix,Russian Federation,Paraguay,Soybeans,Import Quantity (tonnes),2011,511565.0,
Detailed trade matrix,Russian Federation,Poland,Cattle,Import Quantity (Head),2011,1313.0,
Detailed trade matrix,Russian Federation,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,124.0,
Detailed trade matrix,Russian Federation,Slovakia,Cattle,Import Quantity (Head),2011,1814.0,
Detailed trade matrix,Russian Federation,Slovakia,Soybeans,Import Quantity (tonnes),2011,11.0,
Detailed trade matrix,Russian Federation,Sweden,Cattle,Import Quantity (Head),2011,147.0,
Detailed trade matrix,Russian Federation,Ukraine,Cattle,Import Quantity (Head),2011,76.0,
Detailed trade matrix,Russian Federation,Ukraine,Soybeans,Import Quantity (tonnes),2011,13708.0,
Detailed trade matrix,Russian Federation,United States of America,Cattle,Import Quantity (Head),2011,21165.0,
Detailed trade matrix,Russian Federation,United States of America,Soybeans,Import Quantity (tonnes),2011,26838.0,
Detailed trade matrix,Rwanda,Burundi,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Rwanda,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Rwanda,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Rwanda,Democratic Republic of the Congo,Soybeans,Import Quantity (tonnes),2011,266.0,
Detailed trade matrix,Rwanda,Kenya,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Rwanda,Uganda,Cattle,Import Quantity (Head),2011,4763.0,
Detailed trade matrix,Rwanda,Uganda,Soybeans,Import Quantity (tonnes),2011,139.0,
Detailed trade matrix,Rwanda,United Republic of Tanzania,Soybeans,Import Quantity (tonnes),2011,61.0,
Detailed trade matrix,Saudi Arabia,Australia,Cattle,Import Quantity (Head),2011,3000.0,
Detailed trade matrix,Saudi Arabia,Brazil,Soybeans,Import Quantity (tonnes),2011,329424.0,
Detailed trade matrix,Saudi Arabia,Canada,Soybeans,Import Quantity (tonnes),2011,969.0,
Detailed trade matrix,Saudi Arabia,Oman,Cattle,Import Quantity (Head),2011,2277.0,
Detailed trade matrix,Saudi Arabia,Paraguay,Soybeans,Import Quantity (tonnes),2011,107009.0,
Detailed trade matrix,Saudi Arabia,Ukraine,Soybeans,Import Quantity (tonnes),2011,34497.0,
Detailed trade matrix,Saudi Arabia,United Arab Emirates,Cattle,Import Quantity (Head),2011,2105.0,
Detailed trade matrix,Saudi Arabia,United States of America,Soybeans,Import Quantity (tonnes),2011,141514.0,
Detailed trade matrix,Saudi Arabia,Unspecified,Cattle,Import Quantity (Head),2011,200.0,
Detailed trade matrix,Saudi Arabia,Unspecified,Soybeans,Import Quantity (tonnes),2011,240.0,
Detailed trade matrix,Senegal,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Senegal,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Senegal,France,Cattle,Import Quantity (Head),2011,371.0,
Detailed trade matrix,Serbia,Austria,Cattle,Import Quantity (Head),2011,342.0,
Detailed trade matrix,Serbia,Austria,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Serbia,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,105.0,
Detailed trade matrix,Serbia,Croatia,Soybeans,Import Quantity (tonnes),2011,4976.0,
Detailed trade matrix,Serbia,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Serbia,Germany,Cattle,Import Quantity (Head),2011,1937.0,
Detailed trade matrix,Serbia,Hungary,Cattle,Import Quantity (Head),2011,27.0,
Detailed trade matrix,Serbia,Netherlands,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,Serbia,Romania,Cattle,Import Quantity (Head),2011,18.0,
Detailed trade matrix,Singapore,Argentina,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,Australia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,Brazil,Soybeans,Import Quantity (tonnes),2011,1220.0,
Detailed trade matrix,Singapore,Canada,Soybeans,Import Quantity (tonnes),2011,14541.0,
Detailed trade matrix,Singapore,China,Soybeans,Import Quantity (tonnes),2011,115.0,
Detailed trade matrix,Singapore,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Singapore,"China, mainland",Soybeans,Import Quantity (tonnes),2011,113.0,
Detailed trade matrix,Singapore,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,India,Soybeans,Import Quantity (tonnes),2011,198.0,
Detailed trade matrix,Singapore,Israel,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,Italy,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,Japan,Soybeans,Import Quantity (tonnes),2011,11.0,
Detailed trade matrix,Singapore,Malaysia,Soybeans,Import Quantity (tonnes),2011,1496.0,
Detailed trade matrix,Singapore,Myanmar,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Singapore,Thailand,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Singapore,United Kingdom,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Singapore,United States of America,Soybeans,Import Quantity (tonnes),2011,1543.0,
Detailed trade matrix,Singapore,Uruguay,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Slovakia,Austria,Cattle,Import Quantity (Head),2011,186.0,
Detailed trade matrix,Slovakia,Austria,Soybeans,Import Quantity (tonnes),2011,1184.0,
Detailed trade matrix,Slovakia,Belgium,Cattle,Import Quantity (Head),2011,11.0,
Detailed trade matrix,Slovakia,Canada,Soybeans,Import Quantity (tonnes),2011,224.0,
Detailed trade matrix,Slovakia,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Slovakia,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Slovakia,Czech Republic,Cattle,Import Quantity (Head),2011,5822.0,*
Detailed trade matrix,Slovakia,Czech Republic,Soybeans,Import Quantity (tonnes),2011,826.0,
Detailed trade matrix,Slovakia,Denmark,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Slovakia,Germany,Cattle,Import Quantity (Head),2011,111.0,
Detailed trade matrix,Slovakia,Germany,Soybeans,Import Quantity (tonnes),2011,1186.0,
Detailed trade matrix,Slovakia,Hungary,Cattle,Import Quantity (Head),2011,105.0,*
Detailed trade matrix,Slovakia,Hungary,Soybeans,Import Quantity (tonnes),2011,3655.0,
Detailed trade matrix,Slovakia,Italy,Cattle,Import Quantity (Head),2011,185.0,*
Detailed trade matrix,Slovakia,Italy,Soybeans,Import Quantity (tonnes),2011,148.0,
Detailed trade matrix,Slovakia,Netherlands,Cattle,Import Quantity (Head),2011,455.0,
Detailed trade matrix,Slovakia,Netherlands,Soybeans,Import Quantity (tonnes),2011,8.0,
Detailed trade matrix,Slovakia,Poland,Cattle,Import Quantity (Head),2011,52.0,
Detailed trade matrix,Slovakia,Poland,Soybeans,Import Quantity (tonnes),2011,4997.0,
Detailed trade matrix,Slovakia,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Slovakia,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,66.0,
Detailed trade matrix,Slovakia,Romania,Cattle,Import Quantity (Head),2011,2260.0,
Detailed trade matrix,Slovakia,Serbia,Soybeans,Import Quantity (tonnes),2011,45.0,
Detailed trade matrix,Slovakia,Ukraine,Soybeans,Import Quantity (tonnes),2011,626.0,
Detailed trade matrix,Slovakia,United Kingdom,Soybeans,Import Quantity (tonnes),2011,18.0,
Detailed trade matrix,Slovenia,Austria,Cattle,Import Quantity (Head),2011,276.0,
Detailed trade matrix,Slovenia,Austria,Soybeans,Import Quantity (tonnes),2011,3272.0,
Detailed trade matrix,Slovenia,Belgium,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Slovenia,Brazil,Soybeans,Import Quantity (tonnes),2011,128133.0,
Detailed trade matrix,Slovenia,Croatia,Soybeans,Import Quantity (tonnes),2011,1269.0,
Detailed trade matrix,Slovenia,Czech Republic,Cattle,Import Quantity (Head),2011,8768.0,
Detailed trade matrix,Slovenia,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Slovenia,Germany,Cattle,Import Quantity (Head),2011,45.0,
Detailed trade matrix,Slovenia,Germany,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Slovenia,Hungary,Cattle,Import Quantity (Head),2011,4150.0,
Detailed trade matrix,Slovenia,Hungary,Soybeans,Import Quantity (tonnes),2011,268.0,
Detailed trade matrix,Slovenia,Italy,Cattle,Import Quantity (Head),2011,988.0,
Detailed trade matrix,Slovenia,Italy,Soybeans,Import Quantity (tonnes),2011,128.0,
Detailed trade matrix,Slovenia,Netherlands,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Slovenia,Paraguay,Soybeans,Import Quantity (tonnes),2011,192530.0,
Detailed trade matrix,Slovenia,Poland,Cattle,Import Quantity (Head),2011,1867.0,
Detailed trade matrix,Slovenia,Romania,Cattle,Import Quantity (Head),2011,1060.0,
Detailed trade matrix,Slovenia,Romania,Soybeans,Import Quantity (tonnes),2011,123.0,
Detailed trade matrix,Slovenia,Serbia,Soybeans,Import Quantity (tonnes),2011,13269.0,
Detailed trade matrix,Slovenia,Slovakia,Cattle,Import Quantity (Head),2011,1605.0,
Detailed trade matrix,Solomon Islands,Australia,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Solomon Islands,China,Soybeans,Import Quantity (tonnes),2011,8.0,*
Detailed trade matrix,Solomon Islands,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Solomon Islands,"China, mainland",Soybeans,Import Quantity (tonnes),2011,8.0,*
Detailed trade matrix,Solomon Islands,Democratic People's Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,*
Detailed trade matrix,Solomon Islands,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,Argentina,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,South Africa,Austria,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,South Africa,Brazil,Soybeans,Import Quantity (tonnes),2011,42.0,
Detailed trade matrix,South Africa,Cameroon,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,Canada,Cattle,Import Quantity (Head),2011,0.0,*
Detailed trade matrix,South Africa,Canada,Soybeans,Import Quantity (tonnes),2011,164.0,
Detailed trade matrix,South Africa,China,Soybeans,Import Quantity (tonnes),2011,26.0,
Detailed trade matrix,South Africa,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,"China, mainland",Soybeans,Import Quantity (tonnes),2011,26.0,
Detailed trade matrix,South Africa,Czech Republic,Cattle,Import Quantity (Head),2011,30.0,*
Detailed trade matrix,South Africa,Germany,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,India,Soybeans,Import Quantity (tonnes),2011,984.0,
Detailed trade matrix,South Africa,Japan,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,Kenya,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,Luxembourg,Cattle,Import Quantity (Head),2011,20.0,*
Detailed trade matrix,South Africa,Malawi,Soybeans,Import Quantity (tonnes),2011,112.0,
Detailed trade matrix,South Africa,Mozambique,Soybeans,Import Quantity (tonnes),2011,28.0,
Detailed trade matrix,South Africa,Nigeria,Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,South Africa,Philippines,Cattle,Import Quantity (Head),2011,2.0,*
Detailed trade matrix,South Africa,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,South Africa,Saudi Arabia,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,South Africa,United States of America,Soybeans,Import Quantity (tonnes),2011,169.0,
Detailed trade matrix,Spain,Argentina,Soybeans,Import Quantity (tonnes),2011,9116.0,
Detailed trade matrix,Spain,Austria,Cattle,Import Quantity (Head),2011,109.0,
Detailed trade matrix,Spain,Austria,Soybeans,Import Quantity (tonnes),2011,645.0,
Detailed trade matrix,Spain,Belgium,Cattle,Import Quantity (Head),2011,598.0,
Detailed trade matrix,Spain,Belgium,Soybeans,Import Quantity (tonnes),2011,28.0,
Detailed trade matrix,Spain,Benin,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Spain,Brazil,Soybeans,Import Quantity (tonnes),2011,2125128.0,
Detailed trade matrix,Spain,Bulgaria,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Spain,Canada,Soybeans,Import Quantity (tonnes),2011,49931.0,
Detailed trade matrix,Spain,China,Soybeans,Import Quantity (tonnes),2011,1299.0,
Detailed trade matrix,Spain,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1290.0,
Detailed trade matrix,Spain,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Spain,Denmark,Cattle,Import Quantity (Head),2011,1384.0,
Detailed trade matrix,Spain,France,Cattle,Import Quantity (Head),2011,329453.0,
Detailed trade matrix,Spain,France,Soybeans,Import Quantity (tonnes),2011,18523.0,
Detailed trade matrix,Spain,Germany,Cattle,Import Quantity (Head),2011,51622.0,
Detailed trade matrix,Spain,Germany,Soybeans,Import Quantity (tonnes),2011,412.0,
Detailed trade matrix,Spain,Ireland,Cattle,Import Quantity (Head),2011,29469.0,
Detailed trade matrix,Spain,Italy,Cattle,Import Quantity (Head),2011,35244.0,
Detailed trade matrix,Spain,Italy,Soybeans,Import Quantity (tonnes),2011,5278.0,
Detailed trade matrix,Spain,Kazakhstan,Soybeans,Import Quantity (tonnes),2011,1000.0,
Detailed trade matrix,Spain,Morocco,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Spain,Netherlands,Cattle,Import Quantity (Head),2011,48406.0,
Detailed trade matrix,Spain,Netherlands,Soybeans,Import Quantity (tonnes),2011,3763.0,
Detailed trade matrix,Spain,Paraguay,Soybeans,Import Quantity (tonnes),2011,424697.0,
Detailed trade matrix,Spain,Poland,Cattle,Import Quantity (Head),2011,18867.0,
Detailed trade matrix,Spain,Portugal,Cattle,Import Quantity (Head),2011,32084.0,
Detailed trade matrix,Spain,Portugal,Soybeans,Import Quantity (tonnes),2011,8124.0,
Detailed trade matrix,Spain,Romania,Cattle,Import Quantity (Head),2011,39157.0,
Detailed trade matrix,Spain,Romania,Soybeans,Import Quantity (tonnes),2011,86.0,
Detailed trade matrix,Spain,Thailand,Soybeans,Import Quantity (tonnes),2011,49.0,
Detailed trade matrix,Spain,Togo,Soybeans,Import Quantity (tonnes),2011,814.0,
Detailed trade matrix,Spain,Ukraine,Soybeans,Import Quantity (tonnes),2011,30312.0,
Detailed trade matrix,Spain,United Kingdom,Cattle,Import Quantity (Head),2011,7167.0,
Detailed trade matrix,Spain,United Kingdom,Soybeans,Import Quantity (tonnes),2011,160.0,
Detailed trade matrix,Spain,United States of America,Soybeans,Import Quantity (tonnes),2011,497475.0,
Detailed trade matrix,Spain,Unspecified,Cattle,Import Quantity (Head),2011,87.0,
Detailed trade matrix,Sri Lanka,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sri Lanka,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sri Lanka,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sri Lanka,Singapore,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Suriname,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Suriname,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Suriname,United States of America,Cattle,Import Quantity (Head),2011,33.0,*
Detailed trade matrix,Suriname,United States of America,Soybeans,Import Quantity (tonnes),2011,118.0,
Detailed trade matrix,Sweden,Argentina,Soybeans,Import Quantity (tonnes),2011,539.0,
Detailed trade matrix,Sweden,Austria,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sweden,Canada,Soybeans,Import Quantity (tonnes),2011,275.0,
Detailed trade matrix,Sweden,China,Soybeans,Import Quantity (tonnes),2011,193.0,
Detailed trade matrix,Sweden,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Sweden,"China, mainland",Soybeans,Import Quantity (tonnes),2011,163.0,
Detailed trade matrix,Sweden,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,27.0,
Detailed trade matrix,Sweden,Denmark,Soybeans,Import Quantity (tonnes),2011,3504.0,
Detailed trade matrix,Sweden,Finland,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sweden,Germany,Soybeans,Import Quantity (tonnes),2011,184.0,
Detailed trade matrix,Sweden,India,Soybeans,Import Quantity (tonnes),2011,2446.0,
Detailed trade matrix,Sweden,Iran (Islamic Republic of),Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Sweden,Italy,Soybeans,Import Quantity (tonnes),2011,6651.0,
Detailed trade matrix,Sweden,Kazakhstan,Soybeans,Import Quantity (tonnes),2011,1260.0,
Detailed trade matrix,Sweden,Netherlands,Soybeans,Import Quantity (tonnes),2011,3810.0,
Detailed trade matrix,Sweden,Thailand,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Sweden,United Kingdom,Soybeans,Import Quantity (tonnes),2011,23.0,
Detailed trade matrix,Sweden,United States of America,Soybeans,Import Quantity (tonnes),2011,15.0,
Detailed trade matrix,Sweden,Viet Nam,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Switzerland,Austria,Cattle,Import Quantity (Head),2011,674.0,
Detailed trade matrix,Switzerland,Austria,Soybeans,Import Quantity (tonnes),2011,4088.0,
Detailed trade matrix,Switzerland,Belgium,Soybeans,Import Quantity (tonnes),2011,4.0,
Detailed trade matrix,Switzerland,Brazil,Soybeans,Import Quantity (tonnes),2011,868.0,
Detailed trade matrix,Switzerland,Canada,Soybeans,Import Quantity (tonnes),2011,569.0,
Detailed trade matrix,Switzerland,China,Soybeans,Import Quantity (tonnes),2011,686.0,
Detailed trade matrix,Switzerland,"China, mainland",Soybeans,Import Quantity (tonnes),2011,686.0,
Detailed trade matrix,Switzerland,Denmark,Cattle,Import Quantity (Head),2011,34.0,
Detailed trade matrix,Switzerland,France,Cattle,Import Quantity (Head),2011,3315.0,
Detailed trade matrix,Switzerland,France,Soybeans,Import Quantity (tonnes),2011,7852.0,
Detailed trade matrix,Switzerland,Germany,Cattle,Import Quantity (Head),2011,132.0,
Detailed trade matrix,Switzerland,Germany,Soybeans,Import Quantity (tonnes),2011,689.0,
Detailed trade matrix,Switzerland,Hungary,Soybeans,Import Quantity (tonnes),2011,2516.0,
Detailed trade matrix,Switzerland,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Switzerland,Italy,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,Switzerland,Italy,Soybeans,Import Quantity (tonnes),2011,2102.0,
Detailed trade matrix,Switzerland,Japan,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Switzerland,Luxembourg,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Switzerland,Netherlands,Cattle,Import Quantity (Head),2011,14.0,
Detailed trade matrix,Switzerland,Netherlands,Soybeans,Import Quantity (tonnes),2011,143.0,
Detailed trade matrix,Switzerland,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Switzerland,Romania,Soybeans,Import Quantity (tonnes),2011,719.0,
Detailed trade matrix,Switzerland,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Switzerland,Thailand,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Switzerland,United Kingdom,Cattle,Import Quantity (Head),2011,53.0,
Detailed trade matrix,Switzerland,Viet Nam,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Thailand,Argentina,Soybeans,Import Quantity (tonnes),2011,221063.0,
Detailed trade matrix,Thailand,Australia,Cattle,Import Quantity (Head),2011,95.0,
Detailed trade matrix,Thailand,Australia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Thailand,Brazil,Soybeans,Import Quantity (tonnes),2011,1242016.0,
Detailed trade matrix,Thailand,Cambodia,Soybeans,Import Quantity (tonnes),2011,14528.0,
Detailed trade matrix,Thailand,Canada,Soybeans,Import Quantity (tonnes),2011,28267.0,
Detailed trade matrix,Thailand,China,Soybeans,Import Quantity (tonnes),2011,301.0,
Detailed trade matrix,Thailand,"China, mainland",Soybeans,Import Quantity (tonnes),2011,301.0,
Detailed trade matrix,Thailand,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Thailand,Indonesia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Thailand,Lao People's Democratic Republic,Soybeans,Import Quantity (tonnes),2011,215.0,
Detailed trade matrix,Thailand,Malaysia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Thailand,Myanmar,Cattle,Import Quantity (Head),2011,71575.0,
Detailed trade matrix,Thailand,Myanmar,Soybeans,Import Quantity (tonnes),2011,31.0,
Detailed trade matrix,Thailand,Ukraine,Soybeans,Import Quantity (tonnes),2011,7105.0,
Detailed trade matrix,Thailand,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,868.0,
Detailed trade matrix,Thailand,United States of America,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Thailand,United States of America,Soybeans,Import Quantity (tonnes),2011,478083.0,
Detailed trade matrix,Thailand,Uruguay,Soybeans,Import Quantity (tonnes),2011,1901.0,
Detailed trade matrix,Thailand,Viet Nam,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Brazil,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Bulgaria,Cattle,Import Quantity (Head),2011,450.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Bulgaria,Soybeans,Import Quantity (tonnes),2011,48.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Germany,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Germany,Soybeans,Import Quantity (tonnes),2011,0.0,
